Title,Title_link,Thumbnail,Box-sc-8ox7qa-0,Text__TextBase-sc-1i9uasc-0-div,Text__TextBase-sc-1i9uasc-0-div1,Text__TextBase-sc-1i9uasc-0-div2,Text__TextBase-sc-1i9uasc-0-div3,SSeMC,Padding-sc-1d43y5s-01,cERLyX,Field2,Field3
1250 E Shaw Ave #115,https://www.trulia.com/p/ca/fresno/1250-e-shaw-ave-115-fresno-ca-93710--2116979136,https://maps.googleapis.com/maps/api/staticmap?zoom=18&size=320x240&maptype=satellite&center=36.811771392822266%2C-119.76725006103516&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=YU3QX8LNRg_kLzEEQBvpWJr1zqA%3D,17-Jul-20,"$150,000 ",2bd,1ba,"1,096 sqft","1,096 sqft","Hoover, Fresno, CA",1ba,"Lot Size: 1,711 sqft",$335/monthly HOA
2458 W San Gabriel Ave,https://www.trulia.com/p/ca/fresno/2458-w-san-gabriel-ave-fresno-ca-93705--2116962361,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=2458%20W%20San%20Gabriel%20Ave%20Fresno%20CA%2093705&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=sPruYLP8GH88Qn8WVrqOYH2IEl8%3D,17-Jul-20,"$250,000 ",3bd,1.75ba,"1,450 sqft","1,450 sqft","Bullard, Fresno, CA",1.75ba,"Lot Size: 5,998 sqft",Built in 1975
114 E Cambridge Ave,https://www.trulia.com/p/ca/fresno/114-e-cambridge-ave-fresno-ca-93704--2116948586,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=114%20E%20Cambridge%20Ave%20Fresno%20CA%2093704&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=5fv4saYky_YEdR05SkIHEnYWIZc%3D,17-Jul-20,"$294,000 ",3bd,1.5ba,"1,460 sqft","1,460 sqft","Fresno High Roeding, Fresno, CA",1.5ba,"Lot Size: 7,562 sqft",Built in 1941
3722 E Alta Ave,https://www.trulia.com/p/ca/fresno/3722-e-alta-ave-fresno-ca-93702--2116932850,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$175,000 ",3bd,1ba,842 sqft,842 sqft,"Roosevelt, Fresno, CA",1ba,"Lot Size: 5,357 sqft",Built in 1926
4211 E Lowe Ave,https://www.trulia.com/p/ca/fresno/4211-e-lowe-ave-fresno-ca-93702--2116934996,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$121,000 ",2bd,1ba,908 sqft,908 sqft,"Roosevelt, Fresno, CA",1ba,"Lot Size: 7,308 sqft",Built in 1941
2582 S Lotus Ave,https://www.trulia.com/p/ca/fresno/2582-s-lotus-ave-fresno-ca-93706--2116973000,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$135,500 ",3bd,1.5ba,"1,272 sqft","1,272 sqft","Edison, Fresno, CA",1.5ba,"Lot Size: 8,276 sqft",Built in 1950
4768 E Lamona Ave,https://www.trulia.com/p/ca/fresno/4768-e-lamona-ave-fresno-ca-93703--2116947394,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$218,000 ",3bd,2ba,"1,248 sqft","1,248 sqft","Roosevelt, Fresno, CA",2ba,"Lot Size: 7,156 sqft",Built in 1996
655 E Beverly Way,https://www.trulia.com/p/ca/fresno/655-e-beverly-way-fresno-ca-93704--2116956160,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$341,000 ",3bd,2ba,"1,581 sqft","1,581 sqft","Fresno High Roeding, Fresno, CA",2ba,"Lot Size: 7,405 sqft",Built in 1948
5561 N Prospect Ave,https://www.trulia.com/p/ca/fresno/5561-n-prospect-ave-fresno-ca-93711--2116995667,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$327,500 ",3bd,2ba,"1,671 sqft","1,671 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 9,234 sqft",Built in 1976
327 E Audubon Dr,https://www.trulia.com/p/ca/fresno/327-e-audubon-dr-fresno-ca-93720--2117007902,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$599,000 ",4bd,3ba,"3,342 sqft","3,342 sqft","Woodward Park, Fresno, CA",3ba,Lot Size: 0.33 acres,Built in 1984
4919 N Millbrook Ave #125,https://www.trulia.com/p/ca/fresno/4919-n-millbrook-ave-125-fresno-ca-93726--2117061941,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$130,000 ",2bd,2.5ba,"1,275 sqft","1,275 sqft","Hoover, Fresno, CA",2.5ba,Lot Size: 892 sqft,$425/monthly HOA
1140 E Fairmont Ave,https://www.trulia.com/p/ca/fresno/1140-e-fairmont-ave-fresno-ca-93704--2116948542,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$344,000 ",4bd,2ba,"1,634 sqft","1,634 sqft","Bullard, Fresno, CA",2ba,Lot Size: 0.36 acres,Built in 1950
5570 E Eugenia Ave,https://www.trulia.com/p/ca/fresno/5570-e-eugenia-ave-fresno-ca-93727--2117074387,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$314,000 ",5bd,2ba,"1,773 sqft","1,773 sqft","Roosevelt, Fresno, CA",2ba,"Lot Size: 6,059 sqft",Built in 2016
6101 E Illinois Ave,https://www.trulia.com/p/ca/fresno/6101-e-illinois-ave-fresno-ca-93727--1058895966,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$295,000 ",4bd,3ba,"1,775 sqft","1,775 sqft","Roosevelt, Fresno, CA",3ba,"Lot Size: 6,050 sqft",Built in 1989
5920 W Bedford Ave,https://www.trulia.com/p/ca/fresno/5920-w-bedford-ave-fresno-ca-93722--2117036607,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$413,000 ",5bd,2.75ba,"2,674 sqft","2,674 sqft","Bullard, Fresno, CA",2.75ba,"Lot Size: 7,700 sqft",Built in 2001
6303 E Cortland Ave,https://www.trulia.com/p/ca/fresno/6303-e-cortland-ave-fresno-ca-93727--2117078584,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$360,000 ",4bd,2ba,"2,016 sqft","2,016 sqft","Mclane, Fresno, CA",2ba,"Lot Size: 9,583 sqft",Built in 2011
6487 N Arthur Ave,https://www.trulia.com/p/ca/fresno/6487-n-arthur-ave-fresno-ca-93711--2116997368,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$320,000 ",3bd,2ba,"1,649 sqft","1,649 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 8,925 sqft",Built in 1988
2793 W Locust Ave,https://www.trulia.com/p/ca/fresno/2793-w-locust-ave-fresno-ca-93711--2116991698,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$515,000 ",4bd,3ba,"2,644 sqft","2,644 sqft","Bullard, Fresno, CA",3ba,Lot Size: 0.36 acres,Built in 1974
5490 N Bond St,https://www.trulia.com/p/ca/fresno/5490-n-bond-st-fresno-ca-93710--2116982807,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$305,000 ",4bd,2.5ba,"1,775 sqft","1,775 sqft","Hoover, Fresno, CA",2.5ba,"Lot Size: 8,398 sqft",Built in 1963
3360 W Morris Ave,https://www.trulia.com/p/ca/fresno/3360-w-morris-ave-fresno-ca-93711--2116992958,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$270,000 ",3bd,2ba,"1,206 sqft","1,206 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 7,000 sqft",Built in 1976
34 E Robinson Ave,https://www.trulia.com/p/ca/fresno/34-e-robinson-ave-fresno-ca-93704--2116951906,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$205,000 ",2bd,1ba,"1,138 sqft","1,138 sqft","Fresno High Roeding, Fresno, CA",1ba,"Lot Size: 7,840 sqft",Built in 1952
4327 N Ellendale Ave,https://www.trulia.com/p/ca/fresno/4327-n-ellendale-ave-fresno-ca-93722--1058111808,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$200,000 ",3bd,2ba,"1,155 sqft","1,155 sqft","West, Fresno, CA",2ba,"Lot Size: 3,998 sqft",Built in 1985
5126 W Los Altos Ave,https://www.trulia.com/p/ca/fresno/5126-w-los-altos-ave-fresno-ca-93722--2117030798,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$263,000 ",3bd,2ba,"1,460 sqft","1,460 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 6,098 sqft",Built in 1990
1383 W Ellery Way,https://www.trulia.com/p/ca/fresno/1383-w-ellery-way-fresno-ca-93711--2116987757,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$450,000 ",5bd,3ba,"2,896 sqft","2,896 sqft","Bullard, Fresno, CA",3ba,Lot Size: 0.30 acres,Built in 1966
419 E Hampton Way,https://www.trulia.com/p/ca/fresno/419-e-hampton-way-fresno-ca-93704--2116952547,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$427,000 ",3bd,2ba,"2,441 sqft","2,441 sqft","Bullard, Fresno, CA",2ba,Lot Size: 0.37 acres,$5/monthly HOA
1323 W San Madele Ave,https://www.trulia.com/p/ca/fresno/1323-w-san-madele-ave-fresno-ca-93711--2116987507,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$480,000 ",4bd,4ba,"2,984 sqft","2,984 sqft","Bullard, Fresno, CA",4ba,Lot Size: 0.31 acres,Built in 1957
6719 N Alva Ave,https://www.trulia.com/p/ca/fresno/6719-n-alva-ave-fresno-ca-93711--2116998044,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$425,000 ",4bd,2.5ba,"2,450 sqft","2,450 sqft","Bullard, Fresno, CA",2.5ba,Lot Size: 0.30 acres,Built in 1980
4750 N Harrison Ave,https://www.trulia.com/p/ca/fresno/4750-n-harrison-ave-fresno-ca-93704--2116953335,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",17-Jul-20,"$355,000 ",3bd,2ba,"1,362 sqft","1,362 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 9,583 sqft",Built in 1948
2809 N Burl Ave,https://www.trulia.com/p/ca/fresno/2809-n-burl-ave-fresno-ca-93727--2403680574,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$394,000 ",Studio,2809 N Burl Ave,"Roosevelt, Fresno, CA",2809 N Burl Ave,"Roosevelt, Fresno, CA",,Built in 2019,"Rooms: Walk In Closet, Dining Room, Family Room, Office"
2671 N Dante Ave,https://www.trulia.com/p/ca/fresno/2671-n-dante-ave-fresno-ca-93722--2117019589,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=2671%20N%20Dante%20Ave%20Fresno%20CA%2093722&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=aAgxb23O5AO0vrz5yrT-ew_2tx0%3D,16-Jul-20,"$310,000 ",4bd,2ba,"2,149 sqft","2,149 sqft","West, Fresno, CA",2ba,"Lot Size: 6,538 sqft",Built in 2007
2156 S Villa Ave,https://www.trulia.com/p/ca/fresno/2156-s-villa-ave-fresno-ca-93727--2117064371,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=2156%20S%20Villa%20Ave%20Fresno%20CA%2093727&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=h-CFN0yJENm08GUYb4upUVICdOg%3D,16-Jul-20,"$315,000 ",5bd,3.5ba,"2,282 sqft","2,282 sqft","Roosevelt, Fresno, CA",3.5ba,"Lot Size: 5,998 sqft",Built in 2007
2809 N Burl Ave,https://www.trulia.com/p/ca/fresno/2809-n-burl-ave-fresno-ca-93727--2403680574,https://maps.googleapis.com/maps/api/staticmap?zoom=18&size=320x240&maptype=satellite&center=36.73835754394531%2C-119.67604064941406&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=NUztLeSwwIOxbJi067TIe5fBpig%3D,16-Jul-20,"$394,000 ",Studio,2809 N Burl Ave,"Roosevelt, Fresno, CA",2809 N Burl Ave,"Roosevelt, Fresno, CA",,Built in 2019,"Rooms: Walk In Closet, Dining Room, Family Room, Office"
309 W Bullard Ave #102,https://www.trulia.com/p/ca/fresno/309-w-bullard-ave-102-fresno-ca-93704--2116951444,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=309%20W%20Bullard%20Ave%20%23102%20Fresno%20CA%2093704&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=lpwsQBqQPERdt9EJQiWA4C-mlDY%3D,16-Jul-20,"$220,000 ",3bd,2ba,"1,587 sqft","1,587 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 2,561 sqft",$396/monthly HOA
5481 W Corona Ave,https://www.trulia.com/p/ca/fresno/5481-w-corona-ave-fresno-ca-93722--2117033361,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$250,000 ",3bd,1.75ba,"1,460 sqft","1,460 sqft","Bullard, Fresno, CA",1.75ba,"Lot Size: 6,943 sqft",Built in 1989
2842 E Warner Ave,https://www.trulia.com/p/ca/fresno/2842-e-warner-ave-fresno-ca-93710--2116981076,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$335,000 ",3bd,1.75ba,"1,901 sqft","1,901 sqft","Hoover, Fresno, CA",1.75ba,"Lot Size: 7,840 sqft",Built in 1975
7438 W San Madele Ave,https://www.trulia.com/p/ca/fresno/7438-w-san-madele-ave-fresno-ca-93723--2117043825,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$340,000 ",4bd,2ba,"1,877 sqft","1,877 sqft","Fresno, CA",2ba,"Lot Size: 6,098 sqft",Built in 2012
1255 N Adler Ave,https://www.trulia.com/p/ca/fresno/1255-n-adler-ave-fresno-ca-93727--2117062731,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$187,000 ",3bd,2ba,"1,246 sqft","1,246 sqft","Roosevelt, Fresno, CA",2ba,"Lot Size: 9,583 sqft",Built in 1955
5662 W Minarets Ave,https://www.trulia.com/p/ca/fresno/5662-w-minarets-ave-fresno-ca-93722--2117035033,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$255,000 ",3bd,2ba,"1,492 sqft","1,492 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 6,198 sqft",Built in 1996
3586 W Church Ave,https://www.trulia.com/p/ca/fresno/3586-w-church-ave-fresno-ca-93706--2116974759,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$355,000 ",3bd,1ba,"1,360 sqft","1,360 sqft","Fresno, CA",1ba,Lot Size: 4.84 acres,Built in 1957
5877 E Alta Ave,https://www.trulia.com/p/ca/fresno/5877-e-alta-ave-fresno-ca-93727--2117076606,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$330,000 ",4bd,3ba,"3,022 sqft","3,022 sqft","Roosevelt, Fresno, CA",3ba,Lot Size: 0.35 acres,Built in 1959
5401 W Fairmont Ave,https://www.trulia.com/p/ca/fresno/5401-w-fairmont-ave-fresno-ca-93722--2117032762,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,Contact For Estimate,3bd,1.25ba,"1,112 sqft","1,112 sqft","West, Fresno, CA",1.25ba,Built in 1961,Cooling System: Evaporative
1306 N Bailey Ave,https://www.trulia.com/p/ca/fresno/1306-n-bailey-ave-fresno-ca-93727--2117062833,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$130,000 ",3bd,1.75ba,"1,104 sqft","1,104 sqft","Roosevelt, Fresno, CA",1.75ba,"Lot Size: 6,272 sqft",Built in 1961
5769 W Richert Ave,https://www.trulia.com/p/ca/fresno/5769-w-richert-ave-fresno-ca-93722--2117035787,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$283,000 ",3bd,2.5ba,"1,380 sqft","1,380 sqft","West, Fresno, CA",2.5ba,"Lot Size: 7,405 sqft",Built in 2009
6123 W Dupont Dr,https://www.trulia.com/p/ca/fresno/6123-w-dupont-dr-fresno-ca-93722--2324509394,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$280,000 ",3bd,2.5ba,"1,560 sqft","1,560 sqft","Bullard, Fresno, CA",2.5ba,"Lot Size: 2,874 sqft",$115/monthly HOA
2847 E Granada Ave,https://www.trulia.com/p/ca/fresno/2847-e-granada-ave-fresno-ca-93720--2117007315,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$380,000 ",3bd,2ba,"2,040 sqft","2,040 sqft","Woodward Park, Fresno, CA",2ba,"Lot Size: 6,534 sqft",Built in 2003
5925 W Cromwell Ave,https://www.trulia.com/p/ca/fresno/5925-w-cromwell-ave-fresno-ca-93722--2117036628,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$422,000 ",3bd,2.75ba,"2,674 sqft","2,674 sqft","Bullard, Fresno, CA",2.75ba,"Lot Size: 5,998 sqft",Built in 2001
6265 N Malsbary Ave,https://www.trulia.com/p/ca/fresno/6265-n-malsbary-ave-fresno-ca-93711--2116996774,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$260,000 ",3bd,2ba,"1,110 sqft","1,110 sqft","Bullard, Fresno, CA",2ba,"Lot Size: 9,265 sqft",Built in 1994
493 W Stuart Ave,https://www.trulia.com/p/ca/fresno/493-w-stuart-ave-fresno-ca-93704--2116953623,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$332,500 ",3bd,1.75ba,"1,892 sqft","1,892 sqft","Bullard, Fresno, CA",1.75ba,Lot Size: 0.28 acres,Built in 1964
1149 W Santa Ana Ave,https://www.trulia.com/p/ca/fresno/1149-w-santa-ana-ave-fresno-ca-93705--2116958613,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$349,000 ",3bd,2ba,"1,652 sqft","1,652 sqft","Bullard, Fresno, CA",2ba,Lot Size: 0.34 acres,Built in 1950
3026 N Marty Ave,https://www.trulia.com/p/ca/fresno/3026-n-marty-ave-fresno-ca-93722--2117019966,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$165,000 ",3bd,2ba,"1,192 sqft","1,192 sqft","West, Fresno, CA",2ba,"Lot Size: 5,505 sqft",Built in 1988
6176 N Carica Ave,https://www.trulia.com/p/ca/fresno/6176-n-carica-ave-fresno-ca-93722--2117037404,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$230,000 ",3bd,1.75ba,"1,460 sqft","1,460 sqft","Bullard, Fresno, CA",1.75ba,"Lot Size: 6,599 sqft",Built in 1989
6949 E Michigan Ave,https://www.trulia.com/p/ca/fresno/6949-e-michigan-ave-fresno-ca-93727--1059204150,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$369,000 ",4bd,3ba,"2,000 sqft","2,000 sqft","Mclane, Fresno, CA",3ba,"Lot Size: 8,276 sqft",Built in 2007
3872 N Briarwood Ave,https://www.trulia.com/p/ca/fresno/3872-n-briarwood-ave-fresno-ca-93705--2116964058,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$208,000 ",3bd,1.75ba,"1,228 sqft","1,228 sqft","Fresno High Roeding, Fresno, CA",1.75ba,"Lot Size: 6,263 sqft",Built in 1964
2124 E El Paso Ave,https://www.trulia.com/p/ca/fresno/2124-e-el-paso-ave-fresno-ca-93720--2117004658,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$320,000 ",4bd,2ba,"1,665 sqft","1,665 sqft","Woodward Park, Fresno, CA",2ba,"Lot Size: 6,538 sqft",Built in 1988
201 N Filbert Ave,https://www.trulia.com/p/ca/fresno/201-n-filbert-ave-fresno-ca-93727--2117064180,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$295,000 ",4bd,2ba,"1,700 sqft","1,700 sqft","Roosevelt, Fresno, CA",2ba,"Lot Size: 5,998 sqft",Built in 2000
1364 N Poplar Ave,https://www.trulia.com/p/ca/fresno/1364-n-poplar-ave-fresno-ca-93728--2117082591,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$240,000 ",3bd,1.5ba,"1,110 sqft","1,110 sqft","Fresno High Roeding, Fresno, CA",1.5ba,"Lot Size: 6,185 sqft",Built in 1938
1253 N Glenn Ave,https://www.trulia.com/p/ca/fresno/1253-n-glenn-ave-fresno-ca-93728--2117081881,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",16-Jul-20,"$257,000 ",3bd,2ba,"1,290 sqft","1,290 sqft","Fresno High Roeding, Fresno, CA",2ba,"Lot Size: 6,969 sqft",Built in 1925
8824 N Fuller Ave,https://www.trulia.com/p/ca/fresno/8824-n-fuller-ave-fresno-ca-93720--2117013748,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",15-Jul-20,"$675,000 ",5bd,2.5ba,"3,403 sqft","3,403 sqft","Woodward Park, Fresno, CA",2.5ba,Lot Size: 0.46 acres,Built in 1979
7775 W Herndon Ave,https://www.trulia.com/p/ca/fresno/7775-w-herndon-ave-fresno-ca-93723--2117043886,"https://www.trulia.com/data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",15-Jul-20,"$400,000 ",4bd,2.5ba,"4,704 sqft","4,704 sqft","Fresno, CA",2.5ba,Lot Size: 2.17 acres,Built in 1979
3271 W Clinton Ave,https://www.trulia.com/p/ca/fresno/3271-w-clinton-ave-fresno-ca-93722--1038334829,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=3271%20W%20Clinton%20Ave%20Fresno%20CA%2093722&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=YcwHKXadP7EGLOAZfVVQICvVNz4%3D,15-Jul-20,"$456,000 ",10bd,8ba,"3,689 sqft","3,689 sqft","West, Fresno, CA",8ba,"Lot Size: 10,890 sqft",Built in 1992
7239 E Vassar Ave,https://www.trulia.com/p/ca/fresno/7239-e-vassar-ave-fresno-ca-93737--2324505073,https://maps.googleapis.com/maps/api/staticmap?zoom=18&size=320x240&maptype=satellite&center=36.77073669433594%2C-119.65937805175781&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=tVCnQytwf971bf21hAE-MKpSRAc%3D,15-Jul-20,"$370,000 ",4bd,2ba,"2,010 sqft","2,010 sqft","Fresno, CA",2ba,"Lot Size: 7,000 sqft",Built in 2018
5402 W Donner Ave,https://www.trulia.com/p/ca/fresno/5402-w-donner-ave-fresno-ca-93722--2117032768,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=5402%20W%20Donner%20Ave%20Fresno%20CA%2093722&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=q3bG9KB8Fa6IHr7L5DP5UOiiqeo%3D,15-Jul-20,"$290,000 ",3bd,2ba,"1,875 sqft","1,875 sqft","West, Fresno, CA",2ba,"Lot Size: 8,681 sqft",Built in 2006
9545 N 10th St,https://www.trulia.com/p/ca/fresno/9545-n-10th-st-fresno-ca-93720--2117015855,https://maps.googleapis.com/maps/api/streetview?size=320x240&location=9545%20N%2010th%20St%20Fresno%20CA%2093720&key=AIzaSyCzWKDOMLGYlR3C9dltAR7sbLvcQEWNcvc&signature=TNWp5S6WE90NIp-jFEwXzOdcvEU%3D,15-Jul-20,Contact For Estimate,3bd,1.75ba,"1,298 sqft","1,298 sqft","Woodward Park, Fresno, CA",1.75ba,Built in 1990,5 Rooms
